"type","order","title","authors_string","year","journal","volume","issue","page_start","page_end","doi","last_name","first_initial","middle_initial","suffix","conference","date","place"
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Sarani","B","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Hess","J","C","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Greenwell","C","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Adams","C","A","Jr",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Lueckel","S","N","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Weaver","M","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Agrawal","V","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Amos","J","D","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Workman","C","F","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Milia","D","J","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Bertelson","A","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Dorlac","W","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Warne","M","J","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Cull","J","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Lyell","C","A","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Regner","J","L","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","McGonigal","M","D","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Flohr","S","D","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Steen","S","","",NA,NA,NA
"journal",13,"Rethinking the definition of major trauma: The Need For Trauma Intervention outperforms Injury Severity Score and Revised Trauma Score in 38 adult and pediatric trauma centers","Roden-Foreman, J.W.; Rapier, N.R.; Foreman, M.L.; Zagel, A.L.; Sexton, K.W.; Beck, W.C.; McGraw, C.; Coniglio, R.A.; Blackmore, A.R.; Holzmacher, J.; Sarani, B.; Hess, J.C.; Greenwell, C.; Adams, C.A.,Jr; Lueckel, S.N.; Weaver, M.; Agrawal, V.; Amos, J.D.; Workman, C.F.; Milia, D.J.; Bertelson, A.; Dorlac, W.; Warne, M.J.; Cull, J.; Lyell, C.A.; Regner, J.L.; McGonigal, M.D.; Flohr, S.D.; Steen, S.; Nance, M.L.; Campbell, M.; Putty, B.; Sherar, D.; Schroeppel, T.J.","2019","Journal of Trauma and Acute Care Surgery","87","3","658","665","10.1097/TA.0000000000002402","Nance","M","L","",NA,NA,NA
